test,time_s,phase,rpm,throttle_pct,altitude_m,cht_c,egt_c,oil_temperature_c,fault_type,thermal_condition
Healthy,0.0,GROUND,2929.0,0.0,0.0,51.2,50.6,49.1,NORMAL,NORMAL
Healthy,0.1,GROUND,2858.0,0.0,0.0,50.800000000000004,49.900000000000006,50.2,NORMAL,NORMAL
Healthy,0.2,GROUND,2803.0,0.0,0.0,51.5,48.1,49.6,NORMAL,NORMAL
Healthy,0.30000000000000004,GROUND,2740.0,0.0,0.0,50.6,48.7,50.0,NORMAL,NORMAL
Healthy,0.4,GROUND,2679.0,0.0,0.0,50.2,48.900000000000006,50.2,NORMAL,NORMAL
Healthy,0.5,GROUND,2622.0,0.0,0.0,50.300000000000004,48.400000000000006,50.6,NORMAL,NORMAL
Healthy,0.6,GROUND,2560.0,0.0,0.0,49.900000000000006,46.400000000000006,49.300000000000004,NORMAL,NORMAL
Healthy,0.7,GROUND,2516.0,0.0,0.0,51.300000000000004,45.400000000000006,50.1,NORMAL,NORMAL
Healthy,0.7999999999999999,GROUND,2472.0,0.0,0.0,49.800000000000004,46.7,49.300000000000004,NORMAL,NORMAL
Healthy,0.8999999999999999,GROUND,2418.0,0.0,0.0,49.900000000000006,47.900000000000006,49.800000000000004,NORMAL,NORMAL
Healthy,0.9999999999999999,GROUND,2370.0,0.0,0.0,50.6,45.300000000000004,50.1,NORMAL,NORMAL
Healthy,1.0999999999999999,GROUND,2333.0,0.0,0.0,49.7,45.6,50.0,NORMAL,NORMAL
Healthy,1.2,GROUND,2278.0,0.0,0.0,50.6,45.800000000000004,51.1,NORMAL,NORMAL
Healthy,1.3,GROUND,2238.0,0.0,0.0,51.0,42.800000000000004,49.400000000000006,NORMAL,NORMAL
Healthy,1.4000000000000001,GROUND,2202.0,0.0,0.0,50.0,44.2,49.300000000000004,NORMAL,NORMAL
Healthy,1.5000000000000002,GROUND,2158.0,0.0,0.0,49.400000000000006,43.5,51.0,NORMAL,NORMAL
Healthy,1.6000000000000003,GROUND,2116.0,0.0,0.0,49.6,41.7,50.1,NORMAL,NORMAL
Healthy,1.7000000000000004,GROUND,2082.0,0.0,0.0,49.0,43.900000000000006,49.900000000000006,NORMAL,NORMAL
Healthy,1.8000000000000005,GROUND,2043.0,0.0,0.0,49.300000000000004,43.6,49.300000000000004,NORMAL,NORMAL
Healthy,1.9000000000000006,GROUND,2007.0,0.0,0.0,49.800000000000004,42.800000000000004,49.6,NORMAL,NORMAL
Healthy,2.0000000000000004,GROUND,1964.0,0.0,0.0,50.1,42.900000000000006,49.2,NORMAL,NORMAL
Healthy,2.1000000000000005,GROUND,1938.0,0.0,0.0,50.2,44.300000000000004,49.0,NORMAL,NORMAL
Healthy,2.2000000000000006,GROUND,1906.0,0.0,0.0,49.300000000000004,41.7,50.1,NORMAL,NORMAL
Healthy,2.3000000000000007,GROUND,1868.0,0.0,0.0,49.800000000000004,41.800000000000004,49.6,NORMAL,NORMAL
Healthy,2.400000000000001,GROUND,1841.0,0.0,0.0,49.1,42.1,49.5,NORMAL,NORMAL
Healthy,2.500000000000001,GROUND,1803.0,0.0,0.0,49.2,40.5,49.900000000000006,NORMAL,NORMAL
Healthy,2.600000000000001,GROUND,1777.0,0.0,0.0,49.5,40.7,50.800000000000004,NORMAL,NORMAL
Healthy,2.700000000000001,GROUND,1754.0,0.0,0.0,48.5,38.300000000000004,50.400000000000006,NORMAL,NORMAL
Healthy,2.800000000000001,GROUND,1724.0,0.0,0.0,49.7,39.900000000000006,49.5,NORMAL,NORMAL
Healthy,2.9000000000000012,GROUND,1687.0,0.0,0.0,48.900000000000006,39.5,49.1,NORMAL,NORMAL
Healthy,3.0000000000000013,GROUND,1669.0,0.0,0.0,49.300000000000004,40.900000000000006,49.5,NORMAL,NORMAL
Healthy,3.1000000000000014,GROUND,1645.0,0.0,0.0,49.1,41.900000000000006,49.2,NORMAL,NORMAL
Healthy,3.2000000000000015,GROUND,1615.0,0.0,0.0,50.400000000000006,37.800000000000004,49.900000000000006,NORMAL,NORMAL
Healthy,3.3000000000000016,GROUND,1586.0,0.0,0.0,48.2,40.6,49.1,NORMAL,NORMAL
Healthy,3.4000000000000017,GROUND,1566.0,0.0,0.0,48.2,37.0,50.0,NORMAL,NORMAL
Healthy,3.5000000000000018,GROUND,1540.0,0.0,0.0,48.900000000000006,37.9,50.1,NORMAL,NORMAL
Healthy,3.600000000000002,GROUND,1515.0,0.0,0.0,49.5,38.6,49.7,NORMAL,NORMAL
Healthy,3.700000000000002,GROUND,1495.0,0.0,0.0,48.0,39.0,49.6,NORMAL,NORMAL
Healthy,3.800000000000002,GROUND,1472.0,0.0,0.0,49.0,39.400000000000006,49.7,NORMAL,NORMAL
Healthy,3.900000000000002,GROUND,1451.0,0.0,0.0,48.6,38.0,49.300000000000004,NORMAL,NORMAL
Healthy,4.000000000000002,GROUND,1420.0,0.0,0.0,49.7,39.300000000000004,50.2,NORMAL,NORMAL
Healthy,4.100000000000001,GROUND,1397.0,0.0,0.0,47.800000000000004,37.5,49.5,NORMAL,NORMAL
Healthy,4.200000000000001,GROUND,1382.0,0.0,0.0,48.0,40.300000000000004,50.1,NORMAL,NORMAL
Healthy,4.300000000000001,GROUND,1347.0,0.0,0.0,48.6,38.0,49.0,NORMAL,NORMAL
Healthy,4.4,GROUND,1334.0,0.0,0.0,48.0,37.2,49.1,NORMAL,NORMAL
Healthy,4.5,GROUND,1316.0,0.0,0.0,48.800000000000004,38.2,50.300000000000004,NORMAL,NORMAL
Healthy,4.6,GROUND,1296.0,0.0,0.0,49.400000000000006,37.800000000000004,48.7,NORMAL,NORMAL
Healthy,4.699999999999999,GROUND,1275.0,0.0,0.0,48.5,36.7,49.800000000000004,NORMAL,NORMAL
Healthy,4.799999999999999,GROUND,1256.0,0.0,0.0,48.5,37.300000000000004,50.2,NORMAL,NORMAL
Healthy,4.899999999999999,GROUND,1226.0,0.0,0.0,50.2,38.7,50.300000000000004,NORMAL,NORMAL
Healthy,4.999999999999998,GROUND,1217.0,0.0,0.0,48.900000000000006,35.800000000000004,50.900000000000006,NORMAL,NORMAL
Healthy,5.099999999999998,GROUND,1192.0,0.0,0.0,47.7,36.2,48.7,NORMAL,NORMAL
Healthy,5.1999999999999975,GROUND,1175.0,0.0,0.0,48.2,38.0,50.2,NORMAL,NORMAL
Healthy,5.299999999999997,GROUND,1155.0,0.0,0.0,47.900000000000006,39.1,48.2,NORMAL,NORMAL
Healthy,5.399999999999997,GROUND,1133.0,0.0,0.0,47.5,37.2,50.0,NORMAL,NORMAL
Healthy,5.4999999999999964,GROUND,1114.0,0.0,0.0,48.1,37.1,49.6,NORMAL,NORMAL
Healthy,5.599999999999996,GROUND,1106.0,0.0,0.0,47.0,36.9,49.800000000000004,NORMAL,NORMAL
Healthy,5.699999999999996,GROUND,1079.0,0.0,0.0,47.7,33.1,48.6,NORMAL,NORMAL
Healthy,5.799999999999995,GROUND,1068.0,0.0,0.0,47.300000000000004,37.300000000000004,49.5,NORMAL,NORMAL
Healthy,5.899999999999995,GROUND,1048.0,0.0,0.0,48.400000000000006,35.5,49.2,NORMAL,NORMAL
Healthy,5.999999999999995,GROUND,1030.0,0.0,0.0,48.7,37.300000000000004,49.1,NORMAL,NORMAL
Healthy,6.099999999999994,GROUND,1004.0,0.0,0.0,48.5,36.1,48.400000000000006,NORMAL,NORMAL
Healthy,6.199999999999994,GROUND,997.0,0.0,0.0,47.5,35.7,49.300000000000004,NORMAL,NORMAL
Healthy,6.299999999999994,GROUND,974.0,0.0,0.0,47.6,36.2,49.300000000000004,NORMAL,NORMAL
Healthy,6.399999999999993,GROUND,953.0,0.0,0.0,47.800000000000004,33.300000000000004,50.0,NORMAL,NORMAL
Healthy,6.499999999999993,GROUND,947.0,0.0,0.0,47.5,37.9,49.5,NORMAL,NORMAL
Healthy,6.5999999999999925,GROUND,934.0,0.0,0.0,47.400000000000006,35.800000000000004,49.800000000000004,NORMAL,NORMAL
Healthy,6.699999999999992,GROUND,907.0,0.0,0.0,47.800000000000004,34.1,48.6,NORMAL,NORMAL
Healthy,6.799999999999992,GROUND,895.0,0.0,0.0,46.7,34.4,48.7,NORMAL,NORMAL
Healthy,6.8999999999999915,GROUND,862.0,0.0,0.0,47.0,34.0,48.400000000000006,NORMAL,NORMAL
Healthy,6.999999999999991,GROUND,867.0,0.0,0.0,47.800000000000004,33.4,49.5,NORMAL,NORMAL
Healthy,7.099999999999991,GROUND,847.0,0.0,0.0,48.1,31.700000000000003,49.900000000000006,NORMAL,NORMAL
Healthy,7.19999999999999,GROUND,832.0,0.0,0.0,47.0,33.7,50.400000000000006,NORMAL,NORMAL
Healthy,7.29999999999999,GROUND,810.0,0.0,0.0,48.400000000000006,33.5,49.0,NORMAL,NORMAL
Healthy,7.39999999999999,GROUND,798.0,0.0,0.0,47.0,33.4,49.300000000000004,NORMAL,NORMAL
Healthy,7.499999999999989,GROUND,808.0,0.0,0.0,47.6,32.9,48.6,NORMAL,NORMAL
Healthy,7.599999999999989,GROUND,796.0,0.0,0.0,46.800000000000004,32.7,49.800000000000004,NORMAL,NORMAL
Healthy,7.699999999999989,GROUND,800.0,0.0,0.0,47.2,33.1,49.6,NORMAL,NORMAL
Healthy,7.799999999999988,GROUND,802.0,0.0,0.0,47.6,32.4,49.800000000000004,NORMAL,NORMAL
Healthy,7.899999999999988,GROUND,804.0,0.0,0.0,46.2,30.8,49.1,NORMAL,NORMAL
Healthy,7.999999999999988,GROUND,798.0,0.0,0.0,46.900000000000006,31.1,49.400000000000006,NORMAL,NORMAL
Healthy,8.099999999999987,GROUND,800.0,0.0,0.0,48.2,32.6,49.800000000000004,NORMAL,NORMAL
Healthy,8.199999999999987,GROUND,795.0,0.0,0.0,47.300000000000004,34.300000000000004,49.400000000000006,NORMAL,NORMAL
Healthy,8.299999999999986,GROUND,797.0,0.0,0.0,46.900000000000006,30.1,49.300000000000004,NORMAL,NORMAL
Healthy,8.399999999999986,GROUND,807.0,0.0,0.0,47.400000000000006,32.1,49.7,NORMAL,NORMAL
Healthy,8.499999999999986,GROUND,810.0,0.0,0.0,46.800000000000004,31.200000000000003,49.0,NORMAL,NORMAL
Healthy,8.599999999999985,GROUND,795.0,0.0,0.0,46.300000000000004,28.1,49.2,NORMAL,NORMAL
Healthy,8.699999999999985,GROUND,799.0,0.0,0.0,46.900000000000006,30.900000000000002,49.1,NORMAL,NORMAL
Healthy,8.799999999999985,GROUND,802.0,0.0,0.0,46.2,31.3,48.7,NORMAL,NORMAL
Healthy,8.899999999999984,GROUND,800.0,0.0,0.0,46.2,29.400000000000002,49.1,NORMAL,NORMAL
Healthy,8.999999999999984,GROUND,794.0,0.0,0.0,46.7,30.3,50.1,NORMAL,NORMAL
Healthy,9.099999999999984,GROUND,807.0,0.0,0.0,46.6,31.400000000000002,49.300000000000004,NORMAL,NORMAL
Healthy,9.199999999999983,GROUND,807.0,0.0,0.0,46.0,32.4,48.5,NORMAL,NORMAL
Healthy,9.299999999999983,GROUND,799.0,0.0,0.0,46.1,28.1,49.0,NORMAL,NORMAL
Healthy,9.399999999999983,GROUND,793.0,0.0,0.0,46.900000000000006,31.200000000000003,48.400000000000006,NORMAL,NORMAL
Healthy,9.499999999999982,GROUND,808.0,0.0,0.0,46.300000000000004,29.400000000000002,50.5,NORMAL,NORMAL
Healthy,9.599999999999982,GROUND,800.0,0.0,0.0,46.300000000000004,29.900000000000002,50.300000000000004,NORMAL,NORMAL
Healthy,9.699999999999982,GROUND,787.0,0.0,0.0,45.800000000000004,29.900000000000002,48.7,NORMAL,NORMAL
Healthy,9.799999999999981,GROUND,807.0,0.0,0.0,45.7,31.0,49.2,NORMAL,NORMAL
Healthy,9.89999999999998,GROUND,804.0,0.0,0.0,46.900000000000006,29.3,49.400000000000006,NORMAL,NORMAL
Healthy,9.99999999999998,GROUND,800.0,0.0,0.0,46.300000000000004,30.900000000000002,49.800000000000004,NORMAL,NORMAL
Healthy,10.09999999999998,GROUND,797.0,0.0,0.0,45.2,30.8,49.300000000000004,NORMAL,NORMAL
Healthy,10.19999999999998,GROUND,805.0,0.0,0.0,45.900000000000006,29.200000000000003,49.300000000000004,NORMAL,NORMAL
Healthy,10.29999999999998,GROUND,790.0,0.0,0.0,45.5,29.3,48.6,NORMAL,NORMAL
Healthy,10.399999999999979,GROUND,800.0,0.0,0.0,46.800000000000004,28.900000000000002,50.2,NORMAL,NORMAL
Healthy,10.499999999999979,GROUND,812.0,0.0,0.0,46.400000000000006,29.900000000000002,48.900000000000006,NORMAL,NORMAL
Healthy,10.599999999999978,GROUND,802.0,0.0,0.0,46.1,28.700000000000003,49.1,NORMAL,NORMAL
Healthy,10.699999999999978,GROUND,804.0,0.0,0.0,45.800000000000004,30.3,48.400000000000006,NORMAL,NORMAL
Healthy,10.799999999999978,GROUND,802.0,0.0,0.0,44.900000000000006,29.5,48.800000000000004,NORMAL,NORMAL
Healthy,10.899999999999977,GROUND,803.0,0.0,0.0,45.5,29.900000000000002,49.0,NORMAL,NORMAL
Healthy,10.999999999999977,GROUND,809.0,0.0,0.0,46.0,31.3,49.900000000000006,NORMAL,NORMAL
Healthy,11.099999999999977,GROUND,796.0,0.0,0.0,45.7,30.6,49.6,NORMAL,NORMAL
Healthy,11.199999999999976,GROUND,808.0,0.0,0.0,46.300000000000004,28.5,49.0,NORMAL,NORMAL
Healthy,11.299999999999976,GROUND,806.0,0.0,0.0,45.7,28.8,49.0,NORMAL,NORMAL
Healthy,11.399999999999975,GROUND,799.0,0.0,0.0,45.0,28.6,48.6,NORMAL,NORMAL
Healthy,11.499999999999975,GROUND,795.0,0.0,0.0,45.1,28.1,48.1,NORMAL,NORMAL
Healthy,11.599999999999975,GROUND,803.0,0.0,0.0,45.400000000000006,27.5,48.7,NORMAL,NORMAL
Healthy,11.699999999999974,GROUND,809.0,0.0,0.0,45.6,29.6,49.6,NORMAL,NORMAL
Healthy,11.799999999999974,GROUND,800.0,0.0,0.0,44.6,29.0,48.400000000000006,NORMAL,NORMAL
Healthy,11.899999999999974,GROUND,796.0,0.0,0.0,45.0,28.1,47.800000000000004,NORMAL,NORMAL
Healthy,11.999999999999973,GROUND,796.0,0.0,0.0,46.0,31.700000000000003,48.400000000000006,NORMAL,NORMAL
Healthy,12.099999999999973,GROUND,807.0,0.0,0.0,45.5,28.8,48.800000000000004,NORMAL,NORMAL
Healthy,12.199999999999973,GROUND,800.0,0.0,0.0,45.2,28.200000000000003,49.300000000000004,NORMAL,NORMAL
Healthy,12.299999999999972,GROUND,803.0,0.0,0.0,45.1,27.700000000000003,49.1,NORMAL,NORMAL
Healthy,12.399999999999972,GROUND,798.0,0.0,0.0,45.400000000000006,28.400000000000002,47.300000000000004,NORMAL,NORMAL
Healthy,12.499999999999972,GROUND,801.0,0.0,0.0,46.300000000000004,27.8,49.0,NORMAL,NORMAL
Healthy,12.599999999999971,GROUND,806.0,0.0,0.0,43.6,28.700000000000003,49.2,NORMAL,NORMAL
Healthy,12.69999999999997,GROUND,804.0,0.0,0.0,44.7,28.0,49.1,NORMAL,NORMAL
Healthy,12.79999999999997,GROUND,798.0,0.0,0.0,46.1,27.900000000000002,49.2,NORMAL,NORMAL
Healthy,12.89999999999997,GROUND,794.0,0.0,0.0,44.400000000000006,29.6,48.6,NORMAL,NORMAL
Healthy,12.99999999999997,GROUND,813.0,0.0,0.0,44.300000000000004,28.900000000000002,48.2,NORMAL,NORMAL
Healthy,13.09999999999997,GROUND,805.0,0.0,0.0,44.400000000000006,28.0,49.400000000000006,NORMAL,NORMAL
Healthy,13.199999999999969,GROUND,800.0,0.0,0.0,44.400000000000006,28.0,48.6,NORMAL,NORMAL
Healthy,13.299999999999969,GROUND,799.0,0.0,0.0,44.900000000000006,27.400000000000002,49.300000000000004,NORMAL,NORMAL
Healthy,13.399999999999968,GROUND,795.0,0.0,0.0,45.2,27.700000000000003,48.400000000000006,NORMAL,NORMAL
Healthy,13.499999999999968,GROUND,799.0,0.0,0.0,44.5,27.700000000000003,50.0,NORMAL,NORMAL
Healthy,13.599999999999968,GROUND,807.0,0.0,0.0,45.300000000000004,27.5,49.2,NORMAL,NORMAL
Healthy,13.699999999999967,GROUND,808.0,0.0,0.0,44.5,28.0,48.400000000000006,NORMAL,NORMAL
Healthy,13.799999999999967,GROUND,782.0,0.0,0.0,44.7,28.1,49.0,NORMAL,NORMAL
Healthy,13.899999999999967,GROUND,806.0,0.0,0.0,44.900000000000006,26.8,48.6,NORMAL,NORMAL
Healthy,13.999999999999966,GROUND,804.0,0.0,0.0,44.5,28.8,49.0,NORMAL,NORMAL
Healthy,14.099999999999966,GROUND,802.0,0.0,0.0,44.6,28.3,48.400000000000006,NORMAL,NORMAL
Healthy,14.199999999999966,GROUND,798.0,0.0,0.0,44.800000000000004,27.8,49.0,NORMAL,NORMAL
Healthy,14.299999999999965,GROUND,795.0,0.0,0.0,44.400000000000006,29.1,49.0,NORMAL,NORMAL
Healthy,14.399999999999965,GROUND,797.0,0.0,0.0,43.800000000000004,27.400000000000002,48.300000000000004,NORMAL,NORMAL
Healthy,14.499999999999964,GROUND,800.0,0.0,0.0,43.800000000000004,26.5,49.0,NORMAL,NORMAL
Healthy,14.599999999999964,GROUND,804.0,0.0,0.0,43.6,27.3,48.5,NORMAL,NORMAL
Healthy,14.699999999999964,GROUND,812.0,0.0,0.0,45.0,27.900000000000002,48.400000000000006,NORMAL,NORMAL
Healthy,14.799999999999963,GROUND,806.0,0.0,0.0,45.1,26.900000000000002,48.1,NORMAL,NORMAL
Healthy,14.899999999999963,GROUND,800.0,0.0,0.0,44.6,25.900000000000002,48.1,NORMAL,NORMAL
Healthy,14.999999999999963,GROUND,797.0,0.0,0.0,45.1,28.200000000000003,48.400000000000006,NORMAL,NORMAL
Healthy,15.099999999999962,GROUND,805.0,0.0,0.0,44.400000000000006,29.3,48.300000000000004,NORMAL,NORMAL
Healthy,15.199999999999962,GROUND,804.0,0.0,0.0,44.300000000000004,27.200000000000003,49.2,NORMAL,NORMAL
Healthy,15.299999999999962,GROUND,805.0,0.0,0.0,43.7,27.3,47.900000000000006,NORMAL,NORMAL
Healthy,15.399999999999961,GROUND,801.0,0.0,0.0,44.0,27.5,49.5,NORMAL,NORMAL
Healthy,15.499999999999961,GROUND,800.0,0.0,0.0,42.6,29.0,48.1,NORMAL,NORMAL
Healthy,15.59999999999996,GROUND,798.0,0.0,0.0,43.400000000000006,27.0,48.6,NORMAL,NORMAL
Healthy,15.69999999999996,GROUND,802.0,0.0,0.0,43.7,27.8,48.5,NORMAL,NORMAL
Healthy,15.79999999999996,GROUND,811.0,0.0,0.0,43.800000000000004,28.1,49.7,NORMAL,NORMAL
Healthy,15.89999999999996,GROUND,800.0,0.0,0.0,43.1,28.3,49.1,NORMAL,NORMAL
Healthy,15.99999999999996,GROUND,798.0,0.0,0.0,43.5,27.8,49.6,NORMAL,NORMAL
Healthy,16.09999999999996,GROUND,798.0,0.0,0.0,42.6,26.6,48.2,NORMAL,NORMAL
Healthy,16.19999999999996,GROUND,802.0,0.0,0.0,43.7,27.900000000000002,48.6,NORMAL,NORMAL
Healthy,16.29999999999996,GROUND,802.0,0.0,0.0,43.1,30.700000000000003,48.1,NORMAL,NORMAL
Healthy,16.399999999999963,GROUND,799.0,0.0,0.0,43.300000000000004,29.1,49.300000000000004,NORMAL,NORMAL
Healthy,16.499999999999964,GROUND,799.0,0.0,0.0,43.5,28.5,49.300000000000004,NORMAL,NORMAL
Healthy,16.599999999999966,GROUND,798.0,0.0,0.0,43.800000000000004,27.400000000000002,49.300000000000004,NORMAL,NORMAL
Healthy,16.699999999999967,GROUND,799.0,0.0,0.0,42.800000000000004,27.200000000000003,48.800000000000004,NORMAL,NORMAL
Healthy,16.79999999999997,GROUND,800.0,0.0,0.0,42.5,27.900000000000002,47.900000000000006,NORMAL,NORMAL
Healthy,16.89999999999997,GROUND,803.0,0.0,0.0,44.0,28.900000000000002,49.0,NORMAL,NORMAL
Healthy,16.99999999999997,GROUND,806.0,0.0,0.0,43.5,28.0,48.400000000000006,NORMAL,NORMAL
Healthy,17.099999999999973,GROUND,798.0,0.0,0.0,44.5,28.900000000000002,48.0,NORMAL,NORMAL
Healthy,17.199999999999974,GROUND,794.0,0.0,0.0,42.1,28.400000000000002,48.300000000000004,NORMAL,NORMAL
Healthy,17.299999999999976,GROUND,795.0,0.0,0.0,42.300000000000004,26.400000000000002,48.5,NORMAL,NORMAL
Healthy,17.399999999999977,GROUND,797.0,0.0,0.0,43.7,26.5,48.900000000000006,NORMAL,NORMAL
Healthy,17.49999999999998,GROUND,806.0,0.0,0.0,42.900000000000006,27.5,47.300000000000004,NORMAL,NORMAL
Healthy,17.59999999999998,GROUND,801.0,0.0,0.0,43.2,29.200000000000003,48.7,NORMAL,NORMAL
Healthy,17.69999999999998,GROUND,797.0,0.0,0.0,42.400000000000006,26.3,49.2,NORMAL,NORMAL
Healthy,17.799999999999983,GROUND,797.0,0.0,0.0,43.0,27.3,47.900000000000006,NORMAL,NORMAL
Healthy,17.899999999999984,GROUND,809.0,0.0,0.0,42.400000000000006,27.1,48.1,NORMAL,NORMAL
Healthy,17.999999999999986,GROUND,798.0,0.0,0.0,42.2,28.3,47.6,NORMAL,NORMAL
Healthy,18.099999999999987,GROUND,802.0,0.0,0.0,42.5,27.700000000000003,48.7,NORMAL,NORMAL
Healthy,18.19999999999999,GROUND,798.0,0.0,0.0,42.300000000000004,28.1,48.1,NORMAL,NORMAL
Healthy,18.29999999999999,GROUND,797.0,0.0,0.0,42.300000000000004,26.6,48.7,NORMAL,NORMAL
Healthy,18.39999999999999,GROUND,799.0,0.0,0.0,42.900000000000006,27.5,49.1,NORMAL,NORMAL
Healthy,18.499999999999993,GROUND,799.0,0.0,0.0,43.0,24.8,48.900000000000006,NORMAL,NORMAL
Healthy,18.599999999999994,GROUND,801.0,0.0,0.0,42.0,28.200000000000003,49.5,NORMAL,NORMAL
Healthy,18.699999999999996,GROUND,800.0,0.0,0.0,42.6,27.5,48.900000000000006,NORMAL,NORMAL
Healthy,18.799999999999997,GROUND,801.0,0.0,0.0,43.1,30.3,49.300000000000004,NORMAL,NORMAL
Healthy,18.9,GROUND,799.0,0.0,0.0,42.0,27.900000000000002,49.300000000000004,NORMAL,NORMAL
Healthy,19.0,GROUND,789.0,0.0,0.0,42.800000000000004,26.5,48.5,NORMAL,NORMAL
Healthy,19.1,GROUND,798.0,0.0,0.0,42.1,26.700000000000003,48.6,NORMAL,NORMAL
Healthy,19.200000000000003,GROUND,800.0,0.0,0.0,41.5,26.8,49.300000000000004,NORMAL,NORMAL
Healthy,19.300000000000004,GROUND,792.0,0.0,0.0,42.5,27.6,49.2,NORMAL,NORMAL
Healthy,19.400000000000006,GROUND,805.0,0.0,0.0,42.5,28.200000000000003,47.1,NORMAL,NORMAL
Healthy,19.500000000000007,GROUND,805.0,0.0,0.0,42.1,27.8,48.0,NORMAL,NORMAL
Healthy,19.60000000000001,GROUND,800.0,0.0,0.0,42.300000000000004,27.1,49.0,NORMAL,NORMAL
Healthy,19.70000000000001,GROUND,804.0,0.0,0.0,41.7,27.8,48.1,NORMAL,NORMAL
Healthy,19.80000000000001,GROUND,805.0,0.0,0.0,40.900000000000006,27.6,48.7,NORMAL,NORMAL
Healthy,19.900000000000013,GROUND,807.0,0.0,0.0,42.2,27.900000000000002,48.7,NORMAL,NORMAL
Healthy,20.000000000000014,GROUND,802.0,0.0,0.0,41.6,27.3,48.800000000000004,NORMAL,NORMAL
Healthy,20.100000000000016,GROUND,788.0,0.0,0.0,42.6,28.5,48.1,NORMAL,NORMAL
Healthy,20.200000000000017,GROUND,799.0,0.0,0.0,42.300000000000004,28.3,48.7,NORMAL,NORMAL
Healthy,20.30000000000002,GROUND,795.0,0.0,0.0,42.0,28.6,47.900000000000006,NORMAL,NORMAL
Healthy,20.40000000000002,GROUND,803.0,0.0,0.0,43.400000000000006,26.0,48.300000000000004,NORMAL,NORMAL
Healthy,20.50000000000002,GROUND,805.0,0.0,0.0,41.900000000000006,28.8,48.2,NORMAL,NORMAL
Healthy,20.600000000000023,GROUND,788.0,0.0,0.0,42.2,30.0,48.5,NORMAL,NORMAL
Healthy,20.700000000000024,GROUND,801.0,0.0,0.0,41.7,28.900000000000002,49.300000000000004,NORMAL,NORMAL
Healthy,20.800000000000026,GROUND,794.0,0.0,0.0,42.1,26.700000000000003,48.5,NORMAL,NORMAL
Healthy,20.900000000000027,GROUND,803.0,0.0,0.0,41.300000000000004,27.200000000000003,48.900000000000006,NORMAL,NORMAL
Healthy,21.00000000000003,GROUND,805.0,0.0,0.0,42.800000000000004,27.900000000000002,47.900000000000006,NORMAL,NORMAL
Healthy,21.10000000000003,GROUND,796.0,0.0,0.0,40.7,29.0,48.7,NORMAL,NORMAL
Healthy,21.20000000000003,GROUND,808.0,0.0,0.0,41.7,26.5,47.5,NORMAL,NORMAL
Healthy,21.300000000000033,GROUND,803.0,0.0,0.0,42.800000000000004,24.5,48.400000000000006,NORMAL,NORMAL
Healthy,21.400000000000034,GROUND,798.0,0.0,0.0,42.300000000000004,27.5,49.2,NORMAL,NORMAL
Healthy,21.500000000000036,GROUND,810.0,0.0,0.0,41.1,27.200000000000003,48.0,NORMAL,NORMAL
Healthy,21.600000000000037,GROUND,801.0,0.0,0.0,40.900000000000006,26.700000000000003,48.400000000000006,NORMAL,NORMAL
Healthy,21.70000000000004,GROUND,802.0,0.0,0.0,42.0,29.400000000000002,48.800000000000004,NORMAL,NORMAL
Healthy,21.80000000000004,GROUND,803.0,0.0,0.0,41.400000000000006,26.700000000000003,48.2,NORMAL,NORMAL
Healthy,21.90000000000004,GROUND,803.0,0.0,0.0,42.1,30.900000000000002,49.1,NORMAL,NORMAL
Healthy,22.000000000000043,GROUND,800.0,0.0,0.0,41.1,26.1,48.5,NORMAL,NORMAL
Healthy,22.100000000000044,GROUND,800.0,0.0,0.0,41.1,27.3,48.800000000000004,NORMAL,NORMAL
Healthy,22.200000000000045,GROUND,792.0,0.0,0.0,41.1,28.0,47.7,NORMAL,NORMAL
Healthy,22.300000000000047,GROUND,796.0,0.0,0.0,41.6,26.700000000000003,48.7,NORMAL,NORMAL
Healthy,22.40000000000005,GROUND,800.0,0.0,0.0,40.800000000000004,30.700000000000003,48.5,NORMAL,NORMAL
Healthy,22.50000000000005,GROUND,794.0,0.0,0.0,41.6,29.700000000000003,48.6,NORMAL,NORMAL
Healthy,22.60000000000005,GROUND,803.0,0.0,0.0,41.400000000000006,27.0,48.400000000000006,NORMAL,NORMAL
Healthy,22.700000000000053,GROUND,802.0,0.0,0.0,40.7,28.200000000000003,47.800000000000004,NORMAL,NORMAL
Healthy,22.800000000000054,GROUND,793.0,0.0,0.0,41.400000000000006,27.200000000000003,48.0,NORMAL,NORMAL
Healthy,22.900000000000055,GROUND,809.0,0.0,0.0,41.300000000000004,28.1,49.5,NORMAL,NORMAL
Healthy,23.000000000000057,GROUND,800.0,0.0,0.0,41.300000000000004,25.900000000000002,48.300000000000004,NORMAL,NORMAL
Healthy,23.10000000000006,GROUND,805.0,0.0,0.0,40.400000000000006,28.200000000000003,49.7,NORMAL,NORMAL
Healthy,23.20000000000006,GROUND,799.0,0.0,0.0,40.5,27.400000000000002,49.0,NORMAL,NORMAL
Healthy,23.30000000000006,GROUND,792.0,0.0,0.0,41.2,26.900000000000002,48.6,NORMAL,NORMAL
Healthy,23.400000000000063,GROUND,797.0,0.0,0.0,41.0,28.700000000000003,48.7,NORMAL,NORMAL
Healthy,23.500000000000064,GROUND,808.0,0.0,0.0,42.400000000000006,26.3,49.0,NORMAL,NORMAL
Healthy,23.600000000000065,GROUND,801.0,0.0,0.0,39.800000000000004,26.200000000000003,49.300000000000004,NORMAL,NORMAL
